plot_id,khasra_number,khata_number,village_name,village_name_hi,owner_name_en,owner_name_hi,father_name_en,father_name_hi,land_type,land_type_hi,computed_area_sqm,recorded_area_sqm,area_difference_sqm,area_text,has_discrepancy,discrepancy_severity,discrepancy_percentage,record_status,irrigation_type_en,current_crop_en,soil_type_en,rate_per_sqm,estimated_value_inr,source_document,survey_year,centroid_lat,centroid_lon
173457/951/59,951,266,Jhanbarkiya,झानबरकिया,Ramu Kumawat,रामू कुमावत,Geeta Kumawat,गीता कुमावत,residential,आवासीय,84237.83,84651.7,413.87,33 बीघा 17 बिस्वा,False,,0,verified,Well,,Loamy,5427,459404778.15,पट्टा,2016,25.980073,74.75379
173457/24/60,24,497,Jhanbarkiya,झानबरकिया,Sohan Rai,सोहन राय,Lakshmi Tripathi,लक्ष्मी त्रिपाठी,agricultural,कृषि भूमि,11804.07,9771.51,-2032.56,3 बीघा 18 बिस्वा,True,medium,-17.2,needs_review,None,Millet,Red,1400,13680112.93,खसरा,2018,25.979265,74.757669
173457/500/61,500,443,Jhanbarkiya,झानबरकिया,Geeta Mishra,गीता मिश्रा,Vishnu Sharma,विष्णु शर्मा,residential,आवासीय,17999.24,23807.55,5808.31,9 बीघा 10 बिस्वा,True,high,32.3,needs_review,Well,,Clay,14154,336972069.73,पट्टा,2024,25.978974,74.761904
173457/842/62,842,204,Jhanbarkiya,झानबरकिया,Jagdish Yadav,जगदीश यादव,Rajesh Chauhan,राजेश चौहान,barren,बंजर,19489.92,19347.92,-142.0,7 बीघा 14 बिस्वा,False,,0,verified,Canal,,Sandy,252,4875676.69,जमाबंदी,2023,25.979531,74.764995
173457/227/63,227,425,Jhanbarkiya,झानबरकिया,Vinod Dubey,विनोद दुबे,Jagdish Singh,जगदीश सिंह,agricultural,कृषि भूमि,13808.86,16245.34,2436.48,6 बीघा 9 बिस्वा,True,medium,17.6,needs_review,None,Mustard,Black,897,14572074.16,खसरा,2023,25.980053,74.770131
173457/513/64,513,142,Jhanbarkiya,झानबरकिया,Saraswati Tiwari,सरस्वती तिवारी,Krishna Singh,कृष्ण सिंह,agricultural,कृषि भूमि,23943.22,23885.28,-57.94,9 बीघा 11 बिस्वा,False,,0,verified,Rain Fed,Moong,Black,1433,34227605.25,खसरा,2022,25.979012,74.774689
173457/864/65,864,10,Jhanbarkiya,झानबरकिया,Parvati Gurjar,पार्वती गुर्जर,Brajesh Yadav,ब्रजेश यादव,residential,आवासीय,11589.86,11507.85,-82.01,4 बीघा 12 बिस्वा,False,,0,verified,Pond,,Loamy,11927,137254182.12,बी-1,2015,25.978816,74.778187
173457/958/66,958,406,Jhanbarkiya,झानबरकिया,Gopal Dubey,गोपाल दुबे,Narayan Tripathi,नारायण त्रिपाठी,residential,आवासीय,16091.95,12048.63,-4043.32,4 बीघा 16 बिस्वा,True,high,-25.1,needs_review,Pond,,Black,14840,178801647.3,बी-1,2022,25.978876,74.781685
173457/293/67,293,65,Jhanbarkiya,झानबरकिया,Anil Tripathi,अनिल त्रिपाठी,Lakshmi Rajput,लक्ष्मी राजपूत,residential,आवासीय,10983.19,10858.28,-124.91,4 बीघा 6 बिस्वा,False,,0,verified,Rain Fed,,Sandy,15795,171506554.85,खतौनी,2016,25.983434,74.742206
173457/758/68,758,30,Jhanbarkiya,झानबरकिया,Ramu Singh,रामू सिंह,Rajesh Patel,राजेश पटेल,agricultural,कृषि भूमि,25045.08,24768.05,-277.03,9 बीघा 18 बिस्वा,False,,0,verified,Canal,Wheat,Red,1942,48099553.42,खसरा,2019,25.982494,74.746826
173457/270/69,270,312,Jhanbarkiya,झानबरकिया,Mohan Rajput,मोहन राजपूत,Sohan Chauhan,सोहन चौहान,agricultural,कृषि भूमि,12608.75,16342.34,3733.59,6 बीघा 10 बिस्वा,True,high,29.6,needs_review,Pond,Rice,Loamy,1202,19643488.27,खतौनी,2021,25.982296,74.750476
173457/2/70,2,96,Jhanbarkiya,झानबरकिया,Durga Singh,दुर्गा सिंह,Shankar Verma,शंकर वर्मा,barren,बंजर,19906.47,20084.44,177.97,8 बीघा 0 बिस्वा,False,,0,verified,Pond,,Loamy,316,6346681.74,खतौनी,2020,25.982387,74.753602
173457/281/71,281,488,Jhanbarkiya,झानबरकिया,Radha Verma,राधा वर्मा,Jagdish Mishra,जगदीश मिश्रा,agricultural,कृषि भूमि,10666.24,10519.5,-146.74,4 बीघा 4 बिस्वा,False,,0,verified,Pond,Maize,Sandy,1959,20607699.57,खतौनी,2015,25.982981,74.758874
173457/386/72,386,287,Jhanbarkiya,झानबरकिया,Lakshmi Meena,लक्ष्मी मीना,Brajesh Patel,ब्रजेश पटेल,barren,बंजर,9633.09,9699.98,66.89,3 बीघा 17 बिस्वा,False,,0,verified,Tube Well,,Red,283,2745095.51,बी-1,2021,25.982502,74.762384
173457/324/73,324,43,Jhanbarkiya,झानबरकिया,Ram Patel,राम पटेल,Anil Kumawat,अनिल कुमावत,forest,वन भूमि,40270.46,39906.11,-364.35,15 बीघा 19 बिस्वा,False,,0,verified,Well,,Loamy,336,13408454.18,पट्टा,2018,25.982603,74.765187
173457/905/74,905,160,Jhanbarkiya,झानबरकिया,Bhagwan Meena,भगवान मीना,Dinesh Singh,दिनेश सिंह,agricultural,कृषि भूमि,21260.84,28824.19,7563.35,11 बीघा 10 बिस्वा,True,high,35.6,needs_review,Canal,Gram,Red,1302,37529089.36,बी-1,2021,25.983583,74.768911
173457/167/75,167,451,Jhanbarkiya,झानबरकिया,Saraswati Rai,सरस्वती राय,Gopal Tripathi,गोपाल त्रिपाठी,residential,आवासीय,24416.73,18129.48,-6287.25,7 बीघा 5 बिस्वा,True,high,-25.7,needs_review,Rain Fed,,Red,5926,107435307.16,खसरा,2015,25.983871,74.774788
173457/449/76,449,416,Jhanbarkiya,झानबरकिया,Gopal Gurjar,गोपाल गुर्जर,Rajesh Verma,राजेश वर्मा,agricultural,कृषि भूमि,26239.92,35750.11,9510.19,14 बीघा 6 बिस्वा,True,high,36.2,needs_review,Rain Fed,Rice,Clay,1873,66959956.92,बी-1,2024,25.984023,74.777324
173457/444/77,444,350,Jhanbarkiya,झानबरकिया,Rajesh Yadav,राजेश यादव,Gopal Pandey,गोपाल पांडेय,residential,आवासीय,11429.03,11639.4,210.37,4 बीघा 13 बिस्वा,False,,0,verified,Canal,,Red,6733,78368078.24,बी-1,2017,25.982593,74.782256
173457/447/78,447,71,Jhanbarkiya,झानबरकिया,Ram Pandey,राम पांडेय,Narayan Verma,नारायण वर्मा,agricultural,कृषि भूमि,73829.35,72699.27,-1130.08,29 बीघा 1 बिस्वा,False,,0,verified,Pond,Millet,Sandy,1718,124897339.44,बी-1,2015,25.987097,74.742002
173457/147/79,147,116,Jhanbarkiya,झानबरकिया,Brajesh Dubey,ब्रजेश दुबे,Lakshmi Yadav,लक्ष्मी यादव,agricultural,कृषि भूमि,14337.35,11753.86,-2583.49,4 बीघा 14 बिस्वा,True,medium,-18.0,needs_review,Canal,Gram,Clay,1433,16843279.94,खतौनी,2018,25.986406,74.745933
173457/102/80,102,233,Jhanbarkiya,झानबरकिया,Ram Rajput,राम राजपूत,Ram Rajput,राम राजपूत,residential,आवासीय,52455.79,53194.99,739.2,21 बीघा 5 बिस्वा,False,,0,verified,Well,,Black,11354,603975905.7,जमाबंदी,2016,25.987994,74.749443
173457/937/81,937,43,Jhanbarkiya,झानबरकिया,Radha Gupta,राधा गुप्ता,Sita Pandey,सीता पांडेय,agricultural,कृषि भूमि,51608.6,51429.87,-178.73,20 बीघा 11 बिस्वा,False,,0,verified,Tube Well,Wheat,Sandy,1448,74470445.54,जमाबंदी,2017,25.98759,74.753352
173457/592/82,592,306,Jhanbarkiya,झानबरकिया,Ram Yadav,राम यादव,Ramu Jat,रामू जाट,barren,बंजर,24832.86,25203.78,370.92,10 बीघा 1 बिस्वा,False,,0,verified,Well,,Loamy,327,8241636.82,बी-1,2017,25.987803,74.75879
173457/864/83,864,431,Jhanbarkiya,झानबरकिया,Geeta Sharma,गीता शर्मा,Dinesh Rajput,दिनेश राजपूत,agricultural,कृषि भूमि,15318.44,15139.11,-179.33,6 बीघा 1 बिस्वा,False,,0,verified,Rain Fed,Gram,Red,1476,22345332.95,खसरा,2017,25.986623,74.762608
173457/408/84,408,437,Jhanbarkiya,झानबरकिया,Durga Verma,दुर्गा वर्मा,Durga Mishra,दुर्गा मिश्रा,agricultural,कृषि भूमि,107027.63,105319.44,-1708.19,42 बीघा 2 बिस्वा,False,,0,verified,Well,Rice,Black,646,68036357.11,खतौनी,2021,25.986248,74.765762
173457/413/85,413,343,Jhanbarkiya,झानबरकिया,Sohan Sharma,सोहन शर्मा,Dinesh Tiwari,दिनेश तिवारी,agricultural,कृषि भूमि,8485.93,8332.8,-153.13,3 बीघा 6 बिस्वा,False,,0,verified,Rain Fed,Maize,Sandy,927,7724506.72,बी-1,2023,25.98794,74.769363
173457/173/86,173,296,Jhanbarkiya,झानबरकिया,Vishnu Mishra,विष्णु मिश्रा,Jagdish Mishra,जगदीश मिश्रा,agricultural,कृषि भूमि,16309.01,16221.05,-87.96,6 बीघा 9 बिस्वा,False,,0,verified,Well,Rice,Sandy,1068,17324083.53,बी-1,2021,25.986862,74.773157
173457/473/87,473,192,Jhanbarkiya,झानबरकिया,Gopal Yadav,गोपाल यादव,Mahesh Jat,महेश जाट,agricultural,कृषि भूमि,10416.82,10490.48,73.66,4 बीघा 3 बिस्वा,False,,0,verified,Rain Fed,Rice,Loamy,1968,20645268.85,पट्टा,2023,25.986867,74.778415
173457/845/88,845,68,Jhanbarkiya,झानबरकिया,Gopal Singh,गोपाल सिंह,Vishnu Patel,विष्णु पटेल,barren,बंजर,7444.72,7506.03,61.31,3 बीघा 0 बिस्वा,False,,0,verified,Canal,,Black,160,1200965.57,खतौनी,2023,25.987531,74.782093
173457/566/89,566,185,Jhanbarkiya,झानबरकिया,Narayan Gupta,नारायण गुप्ता,Narayan Dubey,नारायण दुबे,agricultural,कृषि भूमि,20726.65,21031.0,304.35,8 बीघा 8 बिस्वा,False,,0,verified,Tube Well,Moong,Black,1567,32955571.8,खतौनी,2017,25.991679,74.742673
173457/912/90,912,1,Jhanbarkiya,झानबरकिया,Mahesh Dubey,महेश दुबे,Radha Kumawat,राधा कुमावत,residential,आवासीय,20295.77,20673.66,377.89,8 बीघा 5 बिस्वा,False,,0,verified,None,,Black,6801,140601555.25,जमाबंदी,2023,25.991699,74.746604
173457/472/91,472,267,Jhanbarkiya,झानबरकिया,Bhagwan Rajput,भगवान राजपूत,Suresh Rajput,सुरेश राजपूत,agricultural,कृषि भूमि,14707.05,14882.88,175.83,5 बीघा 19 बिस्वा,False,,0,verified,Tube Well,Mustard,Sandy,1823,27131496.38,खतौनी,2015,25.990205,74.749759
173457/249/92,249,68,Jhanbarkiya,झानबरकिया,Suresh Kumawat,सुरेश कुमावत,Durga Dubey,दुर्गा दुबे,agricultural,कृषि भूमि,16584.96,16401.91,-183.05,6 बीघा 11 बिस्वा,False,,0,verified,Rain Fed,Maize,Loamy,1439,23602344.24,पट्टा,2024,25.992063,74.753369
173457/73/93,73,85,Jhanbarkiya,झानबरकिया,Bhagwan Rajput,भगवान राजपूत,Ramu Mishra,रामू मिश्रा,residential,आवासीय,15366.69,11482.95,-3883.74,4 बीघा 11 बिस्वा,True,high,-25.3,needs_review,Pond,,Sandy,6981,80162463.4,खसरा,2024,25.991291,74.757641
173457/661/94,661,118,Jhanbarkiya,झानबरकिया,Ramu Pandey,रामू पांडेय,Mahesh Tiwari,महेश तिवारी,agricultural,कृषि भूमि,19067.04,18947.78,-119.26,7 बीघा 11 बिस्वा,False,,0,verified,Rain Fed,Moong,Clay,1942,36796594.64,जमाबंदी,2019,25.990632,74.76218
173457/429/95,429,342,Jhanbarkiya,झानबरकिया,Shyam Singh,श्याम सिंह,Shyam Kumawat,श्याम कुमावत,barren,बंजर,12511.42,12479.24,-32.18,4 बीघा 19 बिस्वा,False,,0,verified,Rain Fed,,Black,429,5353594.41,बी-1,2021,25.991446,74.76662
173457/737/96,737,326,Jhanbarkiya,झानबरकिया,Durga Sharma,दुर्गा शर्मा,Jagdish Patel,जगदीश पटेल,residential,आवासीय,7962.28,7916.22,-46.06,3 बीघा 3 बिस्वा,False,,0,verified,Pond,,Clay,16724,132390942.1,खसरा,2022,25.990953,74.770775
173457/115/97,115,228,Jhanbarkiya,झानबरकिया,Mohan Patel,मोहन पटेल,Bhagwan Kumawat,भगवान कुमावत,agricultural,कृषि भूमि,14779.73,14627.54,-152.19,5 बीघा 17 बिस्वा,False,,0,verified,Rain Fed,Other,Loamy,1149,16807041.22,बी-1,2022,25.991956,74.773854
173457/290/98,290,396,Jhanbarkiya,झानबरकिया,Hari Singh,हरि सिंह,Hari Tiwari,हरि तिवारी,agricultural,कृषि भूमि,23617.04,23985.99,368.95,9 बीघा 11 बिस्वा,False,,0,verified,Tube Well,Rice,Black,976,23410329.54,बी-1,2020,25.990566,74.777618
173457/205/99,205,496,Jhanbarkiya,झानबरकिया,Lakshmi Rai,लक्ष्मी राय,Ramu Jat,रामू जाट,agricultural,कृषि भूमि,89649.14,89334.53,-314.61,35 बीघा 14 बिस्वा,False,,0,verified,Tube Well,Other,Sandy,962,85939819.15,बी-1,2020,25.991406,74.781756
173457/700/100,700,132,Jhanbarkiya,झानबरकिया,Rajesh Tripathi,राजेश त्रिपाठी,Vinod Yadav,विनोद यादव,agricultural,कृषि भूमि,14619.87,14374.39,-245.48,5 बीघा 14 बिस्वा,False,,0,verified,None,Wheat,Red,1197,17206138.92,खतौनी,2022,25.994265,74.741152
173574/101/1,101,300,Neemra (Kerot),नीमड़ा (केरोट),Geeta Jat,गीता जाट,Mohan Pandey,मोहन पांडेय,agricultural,कृषि भूमि,80575.29,82051.99,1476.7,32 बीघा 16 बिस्वा,False,,0,verified,Canal,Wheat,Loamy,924,75816037.83,पट्टा,2016,25.927364,74.946887
173574/545/2,545,277,Neemra (Kerot),नीमड़ा (केरोट),Geeta Kumawat,गीता कुमावत,Suresh Rai,सुरेश राय,agricultural,कृषि भूमि,14533.39,14605.37,71.98,5 बीघा 16 बिस्वा,False,,0,verified,Pond,Rice,Black,1002,14634583.53,जमाबंदी,2015,25.927614,74.951662
173574/398/3,398,365,Neemra (Kerot),नीमड़ा (केरोट),Brajesh Gurjar,ब्रजेश गुर्जर,Mahesh Yadav,महेश यादव,agricultural,कृषि भूमि,16502.04,16379.36,-122.68,6 बीघा 11 बिस्वा,False,,0,verified,None,Moong,Red,1727,28287153.31,खसरा,2024,25.92745,74.954242
173574/469/4,469,345,Neemra (Kerot),नीमड़ा (केरोट),Brajesh Dubey,ब्रजेश दुबे,Saraswati Gupta,सरस्वती गुप्ता,barren,बंजर,16177.33,15880.52,-296.81,6 बीघा 7 बिस्वा,False,,0,verified,Canal,,Loamy,322,5113527.09,बी-1,2016,25.927585,74.958682
173574/198/5,198,176,Neemra (Kerot),नीमड़ा (केरोट),Rajesh Rajput,राजेश राजपूत,Mohan Gupta,मोहन गुप्ता,agricultural,कृषि भूमि,74539.53,74473.25,-66.28,29 बीघा 15 बिस्वा,False,,0,verified,Canal,Wheat,Sandy,1286,95772601.43,बी-1,2016,25.927337,74.963034
173574/266/6,266,103,Neemra (Kerot),नीमड़ा (केरोट),Brajesh Sharma,ब्रजेश शर्मा,Mahesh Sharma,महेश शर्मा,agricultural,कृषि भूमि,14878.75,11691.76,-3186.99,4 बीघा 13 बिस्वा,True,medium,-21.4,needs_review,Canal,Rice,Black,1149,13433832.69,पट्टा,2018,25.927256,74.967347
173574/857/7,857,253,Neemra (Kerot),नीमड़ा (केरोट),Narayan Pandey,नारायण पांडेय,Durga Meena,दुर्गा मीना,agricultural,कृषि भूमि,11572.67,11796.04,223.37,4 बीघा 14 बिस्वा,False,,0,verified,None,Other,Red,1378,16254939.66,पट्टा,2017,25.927508,74.970067
173574/896/8,896,63,Neemra (Kerot),नीमड़ा (केरोट),Saraswati Mishra,सरस्वती मिश्रा,Mohan Rajput,मोहन राजपूत,agricultural,कृषि भूमि,45312.72,35824.39,-9488.33,14 बीघा 6 बिस्वा,True,medium,-20.9,needs_review,Canal,Millet,Red,1671,59862562.76,खतौनी,2016,25.928382,74.975742
173574/978/9,978,338,Neemra (Kerot),नीमड़ा (केरोट),Vinod Chauhan,विनोद चौहान,Narayan Mishra,नारायण मिश्रा,agricultural,कृषि भूमि,90353.1,91748.55,1395.45,36 बीघा 13 बिस्वा,False,,0,verified,None,Millet,Sandy,559,51287436.95,जमाबंदी,2024,25.926932,74.978565
173574/232/10,232,274,Neemra (Kerot),नीमड़ा (केरोट),Sohan Dubey,सोहन दुबे,Lakshmi Tiwari,लक्ष्मी तिवारी,barren,बंजर,74537.73,74815.17,277.44,29 बीघा 18 बिस्वा,False,,0,verified,Well,,Sandy,104,7780778.14,खसरा,2020,25.927063,74.982059
173574/311/11,311,368,Neemra (Kerot),नीमड़ा (केरोट),Krishna Mishra,कृष्ण मिश्रा,Sita Patel,सीता पटेल,forest,वन भूमि,14502.9,12149.65,-2353.25,4 बीघा 17 बिस्वा,True,medium,-16.2,needs_review,Pond,,Black,752,9136540.35,खसरा,2019,25.928877,74.986137
173574/142/12,142,130,Neemra (Kerot),नीमड़ा (केरोट),Durga Dubey,दुर्गा दुबे,Krishna Pandey,कृष्ण पांडेय,residential,आवासीय,41865.28,49647.62,7782.34,19 बीघा 17 बिस्वा,True,medium,18.6,needs_review,Tube Well,,Clay,19030,944794227.55,खसरा,2021,25.932962,74.946651
173574/489/13,489,284,Neemra (Kerot),नीमड़ा (केरोट),Rajesh Pandey,राजेश पांडेय,Narayan Chauhan,नारायण चौहान,agricultural,कृषि भूमि,18368.96,18109.24,-259.72,7 बीघा 4 बिस्वा,False,,0,verified,Canal,Rice,Black,1369,24791545.72,बी-1,2022,25.932501,74.951318
173574/751/14,751,145,Neemra (Kerot),नीमड़ा (केरोट),Krishna Meena,कृष्ण मीना,Krishna Mishra,कृष्ण मिश्रा,agricultural,कृषि भूमि,16558.11,16380.75,-177.36,6 बीघा 11 बिस्वा,False,,0,verified,Well,Rice,Sandy,555,9091318.51,पट्टा,2020,25.931674,74.954823
173574/840/15,840,381,Neemra (Kerot),नीमड़ा (केरोट),Gopal Pandey,गोपाल पांडेय,Sohan Mishra,सोहन मिश्रा,agricultural,कृषि भूमि,7207.16,7154.25,-52.91,2 बीघा 17 बिस्वा,False,,0,verified,Pond,Rice,Clay,1478,10573984.32,खसरा,2024,25.932769,74.958067
173574/831/16,831,346,Neemra (Kerot),नीमड़ा (केरोट),Ramu Kumawat,रामू कुमावत,Jagdish Singh,जगदीश सिंह,barren,बंजर,72331.42,72410.72,79.3,28 बीघा 19 बिस्वा,False,,0,verified,Tube Well,,Loamy,284,20564644.57,बी-1,2015,25.931218,74.963382
173574/93/17,93,441,Neemra (Kerot),नीमड़ा (केरोट),Shankar Chauhan,शंकर चौहान,Durga Yadav,दुर्गा यादव,residential,आवासीय,66290.67,66482.66,191.99,26 बीघा 11 बिस्वा,False,,0,verified,Canal,,Sandy,8991,597745628.21,बी-1,2017,25.932512,74.96676
173574/177/18,177,17,Neemra (Kerot),नीमड़ा (केरोट),Mohan Mishra,मोहन मिश्रा,Radha Rajput,राधा राजपूत,commercial,वाणिज्यिक,14779.46,14974.65,195.19,5 बीघा 19 बिस्वा,False,,0,verified,Rain Fed,,Loamy,20350,304734185.07,खतौनी,2015,25.931278,74.971656
173574/501/19,501,485,Neemra (Kerot),नीमड़ा (केरोट),Ramesh Mishra,रमेश मिश्रा,Gopal Dubey,गोपाल दुबे,agricultural,कृषि भूमि,21494.09,21177.91,-316.18,8 बीघा 9 बिस्वा,False,,0,verified,Tube Well,Gram,Red,680,14400977.37,बी-1,2017,25.932114,74.974807
173574/458/20,458,113,Neemra (Kerot),नीमड़ा (केरोट),Vinod Meena,विनोद मीना,Vishnu Pandey,विष्णु पांडेय,agricultural,कृषि भूमि,20476.8,24842.79,4365.99,9 बीघा 18 बिस्वा,True,medium,21.3,needs_review,None,Moong,Sandy,570,14160391.79,जमाबंदी,2021,25.931192,74.977864
173574/215/21,215,132,Neemra (Kerot),नीमड़ा (केरोट),Hari Dubey,हरि दुबे,Anil Gurjar,अनिल गुर्जर,agricultural,कृषि भूमि,26786.38,26827.8,41.42,10 बीघा 14 बिस्वा,False,,0,verified,Pond,Mustard,Black,886,23769434.41,जमाबंदी,2015,25.930982,74.98285
173574/142/22,142,89,Neemra (Kerot),नीमड़ा (केरोट),Krishna Tiwari,कृष्ण तिवारी,Saraswati Rai,सरस्वती राय,residential,आवासीय,62736.94,61914.82,-822.12,24 बीघा 15 बिस्वा,False,,0,verified,None,,Sandy,19080,1181334708.85,जमाबंदी,2021,25.932868,74.987204
173574/77/23,77,169,Neemra (Kerot),नीमड़ा (केरोट),Narayan Jat,नारायण जाट,Mahesh Pandey,महेश पांडेय,agricultural,कृषि भूमि,13657.16,13564.14,-93.02,5 बीघा 8 बिस्वा,False,,0,verified,Well,Wheat,Clay,1053,14283043.66,बी-1,2015,25.936512,74.947362
173574/775/24,775,395,Neemra (Kerot),नीमड़ा (केरोट),Lakshmi Gurjar,लक्ष्मी गुर्जर,Sita Gurjar,सीता गुर्जर,residential,आवासीय,7086.66,7099.08,12.42,2 बीघा 16 बिस्वा,False,,0,verified,Well,,Black,12838,91138037.88,पट्टा,2015,25.936343,74.950627
173574/490/25,490,172,Neemra (Kerot),नीमड़ा (केरोट),Mahesh Rajput,महेश राजपूत,Jagdish Verma,जगदीश वर्मा,commercial,वाणिज्यिक,26582.1,26211.73,-370.37,10 बीघा 9 बिस्वा,False,,0,verified,Tube Well,,Loamy,17748,465205740.73,बी-1,2023,25.936484,74.955217
173574/243/26,243,308,Neemra (Kerot),नीमड़ा (केरोट),Rajesh Sharma,राजेश शर्मा,Brajesh Sharma,ब्रजेश शर्मा,agricultural,कृषि भूमि,13356.38,15556.31,2199.93,6 बीघा 4 बिस्वा,True,medium,16.5,needs_review,Pond,Rice,Loamy,1242,19320931.77,बी-1,2021,25.936299,74.957809
173574/743/27,743,381,Neemra (Kerot),नीमड़ा (केरोट),Mahesh Kumawat,महेश कुमावत,Saraswati Kumawat,सरस्वती कुमावत,agricultural,कृषि भूमि,19621.86,19889.98,268.12,7 बीघा 19 बिस्वा,False,,0,verified,Tube Well,Rice,Red,1179,23450282.46,खसरा,2020,25.935768,74.96272
173574/745/28,745,205,Neemra (Kerot),नीमड़ा (केरोट),Mahesh Chauhan,महेश चौहान,Vishnu Kumawat,विष्णु कुमावत,agricultural,कृषि भूमि,8183.3,8215.84,32.54,3 बीघा 5 बिस्वा,False,,0,verified,Canal,Moong,Clay,1724,14164106.94,बी-1,2016,25.935989,74.967659
173574/150/29,150,132,Neemra (Kerot),नीमड़ा (केरोट),Ram Yadav,राम यादव,Rajesh Verma,राजेश वर्मा,agricultural,कृषि भूमि,11654.42,11747.6,93.18,4 बीघा 13 बिस्वा,False,,0,verified,Rain Fed,Gram,Loamy,943,11077984.23,खतौनी,2022,25.93513,74.970556
173574/139/30,139,307,Neemra (Kerot),नीमड़ा (केरोट),Hari Yadav,हरि यादव,Shankar Tiwari,शंकर तिवारी,agricultural,कृषि भूमि,38614.93,37845.45,-769.48,15 बीघा 2 बिस्वा,False,,0,verified,Well,Gram,Clay,1811,68538102.62,बी-1,2022,25.93638,74.974305
173574/26/31,26,24,Neemra (Kerot),नीमड़ा (केरोट),Ramu Verma,रामू वर्मा,Krishna Tiwari,कृष्ण तिवारी,residential,आवासीय,25881.31,25733.05,-148.26,10 बीघा 5 बिस्वा,False,,0,verified,Tube Well,,Sandy,7079,182164289.86,खतौनी,2015,25.9357,74.978042
173574/846/32,846,242,Neemra (Kerot),नीमड़ा (केरोट),Mahesh Yadav,महेश यादव,Dinesh Gupta,दिनेश गुप्ता,residential,आवासीय,27850.24,27743.95,-106.29,11 बीघा 1 बिस्वा,False,,0,verified,Pond,,Loamy,11639,322911808.8,खतौनी,2023,25.935483,74.982762
173574/576/33,576,493,Neemra (Kerot),नीमड़ा (केरोट),Dinesh Patel,दिनेश पटेल,Rajesh Chauhan,राजेश चौहान,agricultural,कृषि भूमि,24015.44,23800.5,-214.94,9 बीघा 10 बिस्वा,False,,0,verified,Rain Fed,Other,Sandy,1507,35867360.75,पट्टा,2023,25.935696,74.986449
173574/99/34,99,160,Neemra (Kerot),नीमड़ा (केरोट),Vinod Chauhan,विनोद चौहान,Mohan Gupta,मोहन गुप्ता,agricultural,कृषि भूमि,40560.66,49985.84,9425.18,19 बीघा 19 बिस्वा,True,medium,23.2,needs_review,Well,Gram,Red,660,32990652.5,पट्टा,2023,25.94006,74.946974
173574/75/35,75,110,Neemra (Kerot),नीमड़ा (केरोट),Anil Gurjar,अनिल गुर्जर,Mahesh Gurjar,महेश गुर्जर,agricultural,कृषि भूमि,11132.16,10969.38,-162.78,4 बीघा 7 बिस्वा,False,,0,verified,Canal,Millet,Black,1635,17934941.56,खसरा,2017,25.939026,74.951103
173574/898/36,898,456,Neemra (Kerot),नीमड़ा (केरोट),Ram Kumawat,राम कुमावत,Krishna Verma,कृष्ण वर्मा,barren,बंजर,19145.02,19248.7,103.68,7 बीघा 13 बिस्वा,False,,0,verified,Rain Fed,,Sandy,267,5139401.86,खतौनी,2016,25.93908,74.953787
173574/86/37,86,63,Neemra (Kerot),नीमड़ा (केरोट),Suresh Rajput,सुरेश राजपूत,Radha Tripathi,राधा त्रिपाठी,agricultural,कृषि भूमि,87540.63,63510.61,-24030.02,25 बीघा 8 बिस्वा,True,high,-27.5,needs_review,Canal,Rice,Clay,1896,120416122.31,बी-1,2015,25.939165,74.958289
173574/666/38,666,489,Neemra (Kerot),नीमड़ा (केरोट),Mohan Rajput,मोहन राजपूत,Suresh Rajput,सुरेश राजपूत,agricultural,कृषि भूमि,20745.48,24052.3,3306.82,9 बीघा 12 बिस्वा,True,medium,15.9,needs_review,Well,Moong,Black,1805,43414407.87,खतौनी,2016,25.93894,74.963311
173574/334/39,334,303,Neemra (Kerot),नीमड़ा (केरोट),Ramu Mishra,रामू मिश्रा,Shankar Pandey,शंकर पांडेय,agricultural,कृषि भूमि,119380.98,120951.85,1570.87,48 बीघा 7 बिस्वा,False,,0,verified,Pond,Wheat,Clay,1884,227873280.44,बी-1,2016,25.939382,74.965887
173574/995/40,995,229,Neemra (Kerot),नीमड़ा (केरोट),Jagdish Patel,जगदीश पटेल,Ramu Patel,रामू पटेल,forest,वन भूमि,20356.08,20436.58,80.5,8 बीघा 3 बिस्वा,False,,0,verified,Pond,,Red,304,6212720.21,खतौनी,2017,25.939134,74.970553
173574/615/41,615,71,Neemra (Kerot),नीमड़ा (केरोट),Narayan Pandey,नारायण पांडेय,Vishnu Dubey,विष्णु दुबे,barren,बंजर,13413.14,8438.61,-4974.53,3 बीघा 7 बिस्वा,True,high,-37.1,needs_review,Canal,,Sandy,182,1535826.69,पट्टा,2022,25.940321,74.973874
173574/841/42,841,329,Neemra (Kerot),नीमड़ा (केरोट),Vinod Gurjar,विनोद गुर्जर,Sohan Yadav,सोहन यादव,agricultural,कृषि भूमि,12367.11,16203.84,3836.73,6 बीघा 9 बिस्वा,True,high,31.0,needs_review,Pond,Other,Clay,1244,20157572.45,बी-1,2023,25.939889,74.97963
173574/839/43,839,418,Neemra (Kerot),नीमड़ा (केरोट),Sita Tripathi,सीता त्रिपाठी,Sohan Sharma,सोहन शर्मा,residential,आवासीय,16666.76,16521.86,-144.9,6 बीघा 12 बिस्वा,False,,0,verified,Rain Fed,,Loamy,15296,252718301.01,खतौनी,2016,25.940284,74.983118
